loyalty_number,churn_probability
112522,0.032932075758085946
112632,0.0007934063877851794
112661,0.9957424831563556
112678,0.02012225353478787
112709,0.002518687703192591
112732,0.1357175737736222
112733,0.1257823549340046
112797,0.99986655749336
112842,0.0024497407059882034
112856,0.008611418970475557
112863,0.0013817395901997978
112894,0.9999794036017905
113040,0.06877564593607685
113184,9.447150735852283e-05
113220,0.002131647362512447
113293,0.0007539774918817885
113316,0.9407102096577219
113363,0.04022792585719829
113442,0.0005660596112134959
113476,0.004480513271987047
113529,0.00022998840361650785
113558,0.0015382360341126263
113578,0.9970385602890424
113656,0.9998724301692338
113679,0.037431918974857134
113694,0.00015452433726694846
113755,0.02355953196163861
113779,0.00028162006267134544
113804,0.0007441678087022359
113831,0.026137967929531877
113839,0.19393216601393773
113861,1.6032256923108556e-05
113864,0.0026049464500701074
113874,0.38948608163427023
113877,0.3341804007196818
113904,0.0003062697825981997
113919,0.005236789043633229
114018,0.005562670497106994
114021,0.0322049579623729
114131,0.1978840358896544
114214,0.9740443389907045
114219,4.464309317358481e-05
114242,0.2765202060035458
114307,0.16439925740020472
114399,8.082543925196389e-05
114414,0.0003463905070127339
114493,0.2690445585067263
114553,0.0009200204756113238
114638,0.0009771218550159628
114700,6.554923116694413e-05
114743,0.03821353979528144
114835,0.0008507069287378072
114857,0.0010185977595096446
114903,0.05829288266126525
114924,0.9295270110682422
114927,0.005711248576842805
114983,0.012013721111479391
115198,0.9997541908590118
115322,0.012341834234773343
115354,0.0004733856483168624
115405,0.5262734996646564
115427,0.07500089207326278
115505,0.8188510836983599
115529,0.040353374088946445
115633,0.0036124325273701207
115705,0.007645253690971615
115749,5.05133784928035e-05
115805,0.006272279592026864
115852,0.00011106214245851638
116016,0.0007432324185408483
116045,0.00027748807364959694
116164,0.48332772837534643
116207,0.9928971141670508
116238,0.0006432364504040332
116288,0.0062444935622412824
116332,0.0068824843399820064
116372,0.10016595710173391
116562,0.0345711156100807
116703,0.5405107646670411
116732,7.380783698407335e-05
116735,0.0008700843326698119
116895,0.4286983561620439
116897,0.002308979722864081
116932,0.015884800276466358
116948,9.632079306200581e-05
116999,0.0016951213854890495
117033,0.001575302384895146
117053,0.04609283098863612
117169,0.0019610952805100687
117219,0.0009610837118151464
117240,0.01997061139061997
117333,0.000985572841723278
117342,0.03993727550092376
117351,0.9998864445720473
117358,0.005693461050737987
117408,0.0018650398060587302
117456,0.017442418538767768
117460,0.001422327071746949
117482,0.9498262745391971
117618,0.0862519320946489
117725,0.9999030544204295
117782,0.06794633716374744
117832,0.9998882412999008
117910,0.005313882804056026
117915,0.7308700936308765
117932,0.0015576532086452428
117939,0.9913915855713027
117975,0.999109160159406
118076,0.0020264891138170663
118298,0.9999462450647774
118320,0.014451749884121831
118332,0.024551642040168957
118355,0.00018998399616919806
118365,0.0007327694590046083
118376,0.9997355583437412
118379,0.12438278710230466
118418,0.9058926413960439
118511,0.9977533240039724
118514,0.012154983798008025
118612,0.0039936241515324804
118628,0.015084873843108354
118632,0.02290753874735874
118675,0.09054137261083776
118688,0.9998480917101736
118729,0.985219883817101
118864,0.020741278903762612
119009,0.06021113424863717
119015,0.004130899721279887
119135,0.00010489595513994717
119198,0.04458911457743173
119200,0.0014899928257324033
119408,0.022863251379602233
119460,0.006971988263841824
119488,0.005889884807034649
119519,0.00048329501138369435
119633,0.010819635497342677
119634,0.8919144488351123
119638,0.9857477737522718
119690,0.9999504996314444
119731,0.04593223367748717
119837,0.07580325857271633
119845,0.015143598031961006
119917,0.999925054123363
119997,0.00021618471864396746
120046,0.025117788463116762
120126,0.0026885201234781468
120140,0.12490843784993264
120164,0.019101780285070355
120192,0.03393146314672825
120206,0.9999319495160656
120393,0.0022128936803530934
120434,0.11622932046739115
120554,0.10402683242876656
120583,0.0002360648756050909
120594,0.09645415737917268
120613,0.010203820603042806
120635,0.9999047384650065
120799,0.006829780615109995
120868,0.0013788985165408276
121068,0.025542104385593994
121095,5.753816893204412e-05
121139,0.14050001935332485
121183,0.009186011578800434
121236,0.9788998659030603
121351,0.9815562394240425
121410,0.0008606676556868043
121469,0.9999297809441331
121605,0.0012769937043894232
121710,0.0009374265125838854
121737,0.11043220593179459
121751,1.3058196728911162e-05
121856,0.0003733064738979102
121919,0.0001524147997985323
121930,0.007507683794779716
121935,0.006206949898194791
121999,0.9999573623851032
122009,0.5453506731617648
122020,0.009062334250895062
122049,0.0011994356231190494
122094,0.03433182082659187
122166,0.17905368249213413
122173,0.9998671763863166
122206,0.9999399650452273
122283,0.5462472981820331
122357,0.001166562443716193
122456,0.0005723937816491237
122517,0.9999030907549232
122519,0.3501682036199125
122545,0.0007559473722021572
122561,0.0004057628870316113
122577,0.008554218677455936
122685,0.012409647223000628
122797,0.9764181668776912
122858,1.087144339632094e-06
122890,0.006151994768632081
122946,0.6779681692875649
122958,0.008137490048894486
123060,0.041208208851286114
123083,0.0035569898520817107
123094,0.11548056097030819
123115,0.001172029684695789
123151,0.9998412552542199
123164,0.0018472866462962726
123344,0.0010470951482142836
123393,0.0021568690426732734
123420,0.0003016459476093422
123525,0.01355838135091769
123538,0.9999422545464031
123586,0.676819732217779
123667,0.0006205200000908841
123668,0.002400612806225222
123697,0.01716996692257523
123702,0.0011183370749696898
123727,0.0026252130629066464
123773,0.0009366643857088976
123780,0.9999720912546013
123784,0.9998567455526219
123830,0.9873245338985865
123908,0.3549844226972966
123928,0.9999627182034547
123944,0.03389623235099684
124038,0.025699243333844032
124056,0.24555980604123134
124085,0.6934886755609931
124088,0.2811274022725331
124119,0.05043931568991758
124195,0.0007426322628729745
124207,0.0013385166382174835
124351,0.999975611490234
124355,0.1434326374765811
124377,0.0002654867263270398
124536,0.9998286606786732
124678,0.0029139657373081604
124761,0.04672783175739585
124931,0.999920334725445
124987,0.9999246387900909
125059,0.0009959311370161573
125068,0.6371082278335913
125300,0.06446891553230046
125393,0.00047666055479344963
125493,0.0007234205948130238
125606,0.9999626366817649
125919,0.0017667994903092913
125969,0.005155005467221193
125996,0.023673458545587684
126097,0.0001826551355161426
126100,0.9998419154217371
126148,0.9999521718827112
126181,0.999919268596566
126216,4.688776066549784e-05
126219,1.9874118711797448e-05
126239,0.0027374968320040844
126262,0.009387795817031927
126308,0.9999431249964376
126424,0.08954852286269673
126466,0.07867216687141336
126490,0.9710823633928205
126526,0.9998983105434767
126581,0.005036344707787271
126665,0.24472020099768788
127039,0.0007293360880861622
127052,0.9999757136187406
127127,0.0007333725575459485
127128,0.014407029589112975
127137,0.0025422129253722704
127185,0.33179488715557137
127241,0.8626895348098005
127279,0.00091569698378612
127289,0.03985769398146042
127311,0.021797825424375035
127350,0.0005165942566287867
127400,0.03040844164758261
127410,0.0024685681078411062
127496,0.0509018192871223
127590,0.005250500264391851
127645,0.0024875866929574214
127663,0.04403908751355198
127725,0.06767320290456783
127785,0.0010019526699711126
127827,0.00015486356104365122
127882,0.36576881393455174
127946,0.016232531207421134
127966,0.000964039863829003
128007,0.04587934906718156
128032,0.005353977974011492
128039,0.1264473996468064
128041,0.0035035112723548543
128156,0.03209216947593707
128210,0.037633813044329986
128245,0.99982545772169
128280,0.027793184723183782
128325,0.025990080680156007
128405,0.999864398761306
128459,0.000656190365075858
128467,0.00012806925597510854
128475,0.011385185244378858
128534,0.0018612143920298213
128572,3.654513641483863e-05
128587,0.18468125221601842
128611,0.00024266107523716537
128615,0.9999140444596561
128633,0.012362198513250404
128749,0.0007895651698182962
128753,0.9999316458648515
128754,0.9881486990672557
128789,0.014232068820584311
128950,0.0023009518985265794
128975,0.001629919078522247
129030,0.010646182743915857
129071,0.9999173659426189
129171,1.2543916971625826e-05
129328,0.9997801156220197
129343,0.019894166771418392
129372,0.002948708639750609
129409,0.7675917811145531
129429,0.0009232926030787572
129434,0.0033321274371469947
129510,0.043206790929817766
129515,0.0010744375526721705
129533,0.9999892968161915
129555,0.003825374365436988
129743,0.9999151825722066
129817,0.007726873796980008
129827,0.00042688442670512
129914,0.014008694751095598
129976,0.0079009824771058
130032,0.22031445139554096
130077,0.21180395766745827
130086,0.00021684051364685177
130179,8.779920267543476e-05
130208,0.004170334352565728
130217,0.9988620061964935
130326,0.000599869796409855
130331,3.3707303908077856e-05
130368,0.0008293336138892185
130419,0.037930978993737874
130439,0.987048378786125
130446,0.14356337050125664
130497,0.33703659795568913
130548,0.0027430000332566225
130593,0.0008305430524818155
130823,0.0015094916804041726
130953,0.011262518953511375
131001,0.00031549638452498235
131036,0.14071149533872565
131047,0.0831587872997909
131098,0.043764547475483605
131228,0.0003345881016153914
131253,0.8911583512217083
131257,0.18709532804322468
131321,0.011498668349832349
131342,0.4963483622913873
131463,0.0009792668297109286
131558,0.005598054408443676
131560,0.0011723407177822716
131637,0.9999549200829227
131673,0.00915804229128517
131680,0.30849632057494714
131717,0.999938853719906
131721,0.022760930728404596
131761,0.006049008583323629
131772,0.0011066614112681995
131815,0.003906784396586653
131893,0.0022925234719644314
131956,0.032240615647670154
131990,0.0007792511198967533
131997,0.002207377251509433
132045,0.2710371725089844
132209,0.0018671098060966693
132296,0.04306326631698221
132319,0.00035102408617616323
132320,0.00090756535170102
132337,0.004833437490578287
132552,0.23434950663966514
132563,0.9999849391430251
132592,0.026478239814359972
132705,0.002470211975735913
132756,0.0003688429800584027
132774,0.00022633601608076012
132884,0.05562792640393789
132914,7.792463282929688e-05
132928,0.9989045887151657
132935,0.020231222068684048
133035,0.0006508208681291293
133065,0.050663392096340305
133066,0.007971301925797442
133128,0.9867105346467421
133324,0.9883602860199435
133429,0.007707816516779351
133463,0.9998556022089488
133518,0.021089780378974424
133608,0.028588563324313615
133698,0.00019100534013607719
133730,9.959442050341686e-05
133732,0.039842632448034786
133821,3.8461253246072994e-05
133859,0.0066524187005093
133956,0.7678330098574914
134000,0.00038383420120435754
134012,0.058203816399861434
134085,0.00619823076825588
134148,0.09443803931959203
134180,0.20916021808940888
134202,0.12712791857129407
134241,0.10330875613079665
134273,0.2584885926792119
134279,0.0002968705185904268
134397,0.6467906518087022
134470,0.018891909149889332
134717,0.8980869766707215
134738,0.02782576589103598
134760,0.20489623095771073
134827,0.9998683223077128
134847,0.00017596775767660805
134857,0.026912360059528736
135016,0.0031989698155806905
135076,0.013648105392433054
135134,0.9674144931858559
135250,3.284135058533658e-05
135257,0.697424590809521
135279,0.003069892948227562
135312,0.002466932805658477
135381,0.06633817773624431
135382,0.002970446104263216
135392,0.01719922444105591
135421,0.007215565657601307
135554,0.11806646815939588
135574,0.00021011992605902166
135578,0.0022491903488887823
135635,0.9999061870511495
135808,0.0006099229358642335
135841,0.0005213800146445503
135872,0.9976218308448369
135878,0.9551784336897736
135977,0.006630206769307289
136020,0.0249323800772849
136022,0.08345714816338616
136049,0.27181657977766277
136065,0.9999052148226543
136089,0.16155838990301077
136106,4.760159212141648e-05
136121,0.000573728904897974
136169,0.0019332940942518423
136230,6.375568778344134e-05
136232,0.0005522990976563936
136334,0.010968526308540888
136345,0.9999778803865127
136430,0.006265398082093941
136464,0.9998730247403289
136470,0.0009131506511049952
136473,0.9711527895756474
136516,0.2181731549099255
136547,0.11698663635941103
136608,0.2644866455279781
136637,0.02328473436328534
136715,0.0006135761747217153
136772,0.986693278160227
136879,0.2241013986293429
136906,0.00016330402677629995
137020,5.976105315392996e-05
137040,0.016202858845984817
137106,0.00011795291515921288
137161,0.6518228418107154
137185,9.713800758319447e-05
137209,0.005345573454009826
137227,0.5293615438614132
137251,3.999507362910183e-05
137383,0.9999122348639193
137529,0.9839089416205719
137646,0.00035905838033727366
137744,0.08435000819220073
137751,0.023162200529983766
137845,0.03743152613259387
137850,0.00038796861352412363
137852,0.041501928463912215
137858,0.7774030174607306
137944,0.0023486633613344896
137952,0.03139466078996136
137968,0.004964606612419518
137973,0.0002674724943414018
137985,0.0016422338385539187
137999,0.005047743073460802
138025,0.9923626388374226
138065,0.99346855461692
138121,0.022009006269630305
138204,0.14767028494165285
138369,9.898791394008177e-05
138421,0.35773674565366703
138449,0.9999857885084287
138475,0.0009953762111638918
138565,0.0033268955666342684
138653,0.0010622298816131458
138737,0.00048043977676003166
138746,0.09391872194733139
138759,0.004878301559256725
138768,0.004389765064031502
138777,0.9999270620177187
138810,0.004138225271751139
138853,0.05565998749273904
138873,0.9832659265444846
138894,0.0020393300060897244
138896,3.105081449341639e-05
138908,0.0008314948600969728
138981,0.0024420304843218183
138993,0.0025283925358293275
139022,0.012476254431818146
139023,0.8845999629988998
139087,0.06356849619869938
139135,0.0007339633850706064
139270,0.9998907292634538
139356,0.9999414732689198
139479,0.9657190766501934
139511,0.14980314258322333
139518,0.012488936921634157
139532,8.153584441171564e-05
139600,0.0006958107193322437
139682,0.9999441412220443
139699,0.03792697984238404
139863,0.0018815971416043051
139932,0.0006623992126353587
139974,0.04307526175986709
140005,0.49024784149102124
140042,0.9999392739283686
140077,0.462724924020631
140079,0.06809885780166461
140130,0.910809966802891
140191,0.16265489762812996
140208,0.018148342725117096
140223,0.9999064828291272
140290,0.00029981533571931404
140375,0.9999362959800153
140381,0.0007295257920103462
140391,0.00036854916060578255
140392,0.008068074723171436
140419,0.0077753212507121
140483,0.01237223606878472
140534,0.0046130521472156965
140598,0.0026954195460015284
140674,0.00335756900511791
140735,0.9997614422504215
140750,0.0008470469690052127
140768,0.030010921604087606
140769,0.9999660298714022
140823,0.013526784877905514
140891,0.005831703097211182
140977,0.001542929524075921
141023,0.00018885200088430453
141043,0.9892006446207942
141047,0.4361716965076713
141139,0.1309895082407416
141181,0.0052564634206698465
141233,0.005255490965921556
141266,0.009592038656245453
141456,0.0005776911172031895
141497,0.9814905770649631
141614,0.056369784181064427
141655,0.0012843853869634809
141703,0.07179505561739685
141742,0.3175749377354593
141844,0.004387259506529928
141877,0.0004174872519223683
141945,0.00048474330636525786
142122,0.9999843205003506
142190,0.008595691330679979
142224,0.05578061259568889
142290,0.8330120660169654
142354,0.007864115164223001
142371,0.010927036009940015
142434,0.9984541086284195
142511,0.0011975147755462687
142545,0.006853089836136683
142609,0.9383567360688716
142621,0.4429556783168553
142649,0.9997145157288008
142686,0.00037450971877259583
142715,0.0015095522347538153
142717,0.12620812083760927
142726,0.48326010879832454
142749,0.22516747428773592
142763,0.9999846255024772
142800,0.9999752034788995
142812,0.01761314485989756
142855,0.18620249337843559
142906,0.3855198531792932
142925,3.782879129908901e-05
142950,0.0005007054684471659
143087,0.0014873691485849441
143151,0.0010583434658700383
143266,0.00018018588794468002
143389,0.0020158090577426005
143422,0.027466643423964206
143730,0.00020847568582379433
143784,0.014819997028282282
143981,0.002017713510943062
144261,0.999896645667061
144301,0.9999413607654322
144328,0.11364227145236751
144355,0.0038034473871180444
144402,0.0019483779888538858
144514,0.013852023544986387
144523,0.000663514635227522
144565,0.1293946666655179
144593,0.0033887980610182683
144615,0.00017645825704013315
144633,0.04462563243899193
144641,0.13965910247363097
144695,0.9999406049031404
144702,0.9999300121072228
144756,0.2040723353052531
144830,0.0008525444209190048
144879,0.0022288081516829913
144936,0.9815989799974901
144977,0.00013215599123840235
145017,0.0007860150234513049
145177,0.014195111481670903
145192,0.9998433364002935
145193,0.010904301572305037
145220,0.00920540583384461
145292,0.9998871432172962
145322,0.02132436302913642
145323,0.00017778397305887646
145449,0.9303169421399813
145480,0.0006243575722271634
145542,0.9999780389673623
145552,0.00012999761894206882
145688,5.4485327220175995e-05
145988,0.023837622938188512
146028,0.003625297157969538
146037,0.0055741728046296984
146067,0.0009007782454419214
146086,0.09954746916055103
146090,0.982875138753393
146099,0.6890032016682689
146215,0.0015141042437830496
146354,0.0006754989306485463
146400,0.06365136161026876
146527,0.0008902909636375014
146560,0.0008543968419127222
146572,0.9999111978431434
146702,0.7677308193736689
146760,0.020810837363903708
146839,0.007714670691542396
147064,0.05951412285017241
147241,0.07948217917756234
147272,5.2849442842160926e-05
147408,0.012351592024509002
147602,0.007658550589772559
147700,0.02632459962566719
147754,0.0009347211235907695
147891,0.0006046911763627657
147898,0.021074867532530163
147986,0.9984104884034971
148111,0.9999636600605522
148201,0.02454340069640659
148208,0.5130862527135278
148216,0.028593755808588365
148234,0.018230928738567492
148258,0.2606576126992937
148289,0.6810076413872507
148299,0.10876786904491989
148322,0.06217885939121709
148368,0.03295946118366706
148381,0.06574420899266928
148382,0.010521423058777856
148453,0.003168371067871073
148486,0.004281516818495688
148487,0.02157652823722862
148570,0.946301478246081
148612,0.16926207793499193
148677,0.9999686872772279
148690,0.0017012103364396499
148749,0.04797765492772524
148753,0.04042921443562396
148766,0.9998297605217532
148767,0.0005766891303539213
148810,0.9998324787173013
148865,0.0038401434867236057
148942,0.1385053045543665
148982,0.9910758613907685
149174,0.0012358403392833978
149225,0.07993991098966215
149318,0.601463075192917
149348,0.0002200800153515271
149426,0.0029159189283796487
149430,0.9808935052705516
149462,0.00012158044957492331
149542,0.9999484443767965
149549,0.8412806616869852
149655,0.024883520917789084
149782,0.005425912403419308
149841,0.7563028902350661
149846,0.0003212287254414325
149884,0.002134600894098396
149912,0.012251210126780262
149981,0.9998605717251218
149993,0.013087300160702756
150004,0.00805530765526549
150074,0.10491754775909237
150134,0.0021338716393097565
150141,0.034471062484529774
150233,0.995246645758727
150253,0.0011269928783693534
150291,0.02955680695761729
150301,0.0013808322680037815
150383,0.995435628463557
150596,0.9997666936895232
150656,0.0011206842830176306
150671,0.9999495180990856
150751,0.0005707756737602161
150754,0.0005639356769006761
150767,0.05005877555460761
150883,0.0005299571810953041
150909,0.00017203636496482917
151010,3.099348460256217e-05
151030,0.4458133483295082
151036,0.002146184106104461
151183,0.00018066425693440217
151327,0.3476633924946463
151399,0.002265664347358485
151554,0.017692271630256457
151571,0.1581289146409254
151627,0.12371144258012275
151655,3.321603580024091e-05
151967,0.0406312388734062
152007,0.9979918291955054
152014,0.0006240176721721997
152016,0.8983120818866408
152139,0.15201115163218165
152148,0.006812163103566325
152276,0.0013761200463980516
152305,0.16827270585074988
152307,0.9819476455301464
152338,0.0395150560105048
152355,0.009936814222463154
152406,0.13768816373304338
152423,0.0016064300930230166
152499,0.8949193118671244
152681,0.025743407725158447
152685,0.9999184714071258
152740,0.0024424093755942376
152778,0.007580195626696679
152936,0.9996764899084404
153003,0.00122843051146215
153072,0.003520066459396685
153075,0.9999073463925511
153146,0.027748544750402716
153193,0.08945003060817465
153261,0.0031617712342647325
153395,0.08360251351636376
153439,0.003213892968045757
153462,8.56887570584108e-05
153582,0.7675978633664361
153586,0.0054854406128191004
153600,0.02049806962089934
153626,0.016809645371022152
153645,0.9981471224993249
153656,0.9938439087836982
153760,0.9995060033504357
153884,0.0006120888255343069
153953,0.00019737867159325224
153968,0.9999301838268325
153987,0.000346970146853056
153998,0.21522355301834722
154136,0.9991031314971777
154172,0.006761765496795667
154173,0.015409502119662286
154175,0.0023789285187302903
154194,0.8398063700644038
154230,0.002005129982172847
154480,0.011696825178819578
154606,0.5671892324440191
154643,0.16278746046498108
154644,0.012724474504328759
154652,0.012890717314534113
154680,0.011198030767552238
154726,0.9982553730147018
154736,0.0953442308858951
154782,5.619745482491583e-05
154855,0.00013434963914243925
154864,0.0007839229563375554
154868,0.6630717184944322
154889,0.9958198022878851
154958,0.9997775978762643
154981,0.0012084422055813329
155020,0.9715763095069213
155118,0.0014595081146360695
155253,0.9950567727430044
155348,0.9998675313005667
155354,0.0001130441144922592
155374,0.00016437746344934604
155488,0.0005357927617958721
155623,0.9999394077852017
155654,0.13195464993542147
155763,0.24600702380543144
155791,0.000787022174590001
155795,0.6989499505879803
155820,0.07316935360898973
155964,0.1768843852355853
155965,0.00015632431331846943
156031,0.9999054556765126
156071,0.9999794846041964
156138,0.10890049265276174
156305,0.00016550300152903862
156313,0.009658473614851329
156355,0.8610902091390059
156457,1.964522860512724e-05
156666,0.0008872816729400428
156673,0.00013861405050489143
156684,0.0040379180439597175
156730,5.757637170020777e-05
156750,0.00029720032766718783
156868,0.024777910718430492
156870,5.7765240169502457e-05
156879,0.9917168717914523
156945,0.03726458056244191
156948,0.00461175843980496
156959,0.00034390646006420705
156980,9.944905413057486e-06
157005,0.021606923633114384
157092,0.0018822728887438168
157200,0.0022666328755288775
157212,0.0016377468859157978
157300,0.9879903480317044
157566,0.00023953609158838484
157672,0.004300455277179953
157674,0.00017670943292744852
157704,0.0027490150693395767
157712,0.010295669737836114
157729,0.7468040611454694
157731,0.026668645805947386
157751,0.0015043091628260867
157766,0.005748781307477134
157771,0.9937376903336999
157816,0.001841547533599638
157879,0.7310372603532775
157902,0.0010014835773120509
157911,0.022546172828933616
157971,0.9999453958224926
158113,0.001997919402505965
158314,0.6798765364532702
158400,0.04284497815137758
158401,0.004329323204154907
158508,0.029091512200614508
158560,0.004904515957325817
158680,0.003739384121806046
158901,0.00010403283559652613
158969,0.0005397100119602258
158995,0.0009213015024324855
159227,0.03777823579772905
159233,0.004251818508450924
159272,0.01770220606584605
159275,0.0003560216803771155
159344,0.004561377157094036
159351,0.002324321879734452
159359,0.0003935817255430208
159397,0.5660303786091416
159486,0.9835786896671259
159500,0.12805844476076975
159525,0.0027653812974589693
159531,0.0008438687998534017
159533,0.008653036900876222
159608,0.009981454348069824
159680,0.02557403416494158
159688,0.02046627820487828
159745,0.0005690047843070073
159751,0.0004943151939900538
159800,0.9870995167277739
159856,0.03694563480811026
159942,0.990669177511284
159960,0.0005871289825449156
160135,4.470823322842482e-05
160143,5.1876063361540714e-05
160154,0.0033730158251847483
160181,0.06820334593977354
160203,0.00031369331397593426
160250,0.0017377330052139677
160266,0.000614406760392122
160320,0.020781116179068335
160471,0.0018770556546779903
160640,0.6097578941688572
160686,0.01659510472221976
160707,0.00048038728670633346
160740,0.0030940374617705636
160773,0.0033241536960628873
160779,0.9999195288504478
160905,0.0075600635599657505
160927,0.0006067361677482644
160993,0.7390846995900475
161045,0.4993712063110979
161103,0.07781778109121687
161180,0.00865649925095264
161241,0.0458043560034818
161276,0.0034479918223562296
161338,0.0010405106449420994
161373,0.9982036874732774
161414,0.06458648294768922
161415,0.06919825881923161
161437,0.006140212148239455
161525,0.9999226725521434
161546,0.9999087177612466
161557,0.9999797505256836
161574,0.12922611449033194
161650,0.9942500467359779
161728,0.0007185013508553144
