loyalty_number,months_inactive,explicitly_cancelled,churned
113679,0,False,0
113694,0,False,0
113755,1,False,0
113779,0,False,0
113804,0,False,0
113831,1,False,0
113839,0,False,0
113861,0,False,0
113864,0,False,0
113874,0,False,0
113877,0,False,0
113904,0,False,0
113919,0,False,0
114018,0,False,0
114021,1,False,0
114131,0,False,0
114214,8,True,1
114219,0,False,0
114242,0,False,0
114307,2,False,0
114399,0,False,0
114414,0,False,0
114493,2,False,0
114553,0,False,0
114638,0,False,0
114700,0,False,0
114743,1,False,0
114835,0,False,0
114857,0,False,0
114903,2,False,0
114924,6,True,1
114927,0,False,0
114983,0,False,0
115322,0,False,0
115354,0,False,0
115405,3,False,0
115427,1,False,0
115505,1,False,0
115529,1,False,0
115633,0,False,0
115705,1,False,0
115749,0,False,0
115805,0,False,0
115852,0,False,0
116016,0,False,0
116045,0,False,0
116164,5,False,0
116207,17,True,1
116238,0,False,0
116288,1,False,0
116332,0,False,0
116372,0,False,0
116562,0,False,0
116703,3,False,0
116732,0,False,0
116735,0,False,0
116895,1,False,0
116897,0,False,0
116932,0,False,0
116948,1,False,0
116999,0,False,0
117033,1,False,0
117053,2,False,0
117169,0,False,0
117219,0,False,0
117240,0,False,0
117333,0,False,0
117342,0,False,0
117358,0,False,0
117408,1,False,0
117456,0,False,0
117460,0,False,0
117482,0,False,0
117618,2,False,0
117782,0,False,0
117910,0,False,0
117915,1,False,0
117932,0,False,0
117939,20,True,1
117975,22,True,1
118076,0,False,0
118320,1,False,0
118332,2,False,0
118355,1,False,0
118365,0,False,0
118376,6,True,1
118379,2,False,0
118418,0,False,0
118511,22,True,1
118514,0,False,0
118612,0,False,0
118628,0,False,0
118632,0,False,0
118675,2,False,0
118729,7,True,1
118864,1,False,0
119009,2,False,0
119015,1,False,0
119135,0,False,0
119198,0,False,0
119200,1,False,0
119408,0,False,0
119460,0,False,0
119488,0,False,0
119519,0,False,0
119633,0,False,0
119634,1,False,0
119638,4,False,0
119731,2,False,0
119837,0,False,0
119845,1,False,0
119997,0,False,0
120046,0,False,0
120126,0,False,0
120140,0,False,0
120164,2,False,0
120192,1,False,0
120393,0,False,0
120434,0,False,0
120554,0,False,0
120583,0,False,0
120594,3,False,0
120613,0,False,0
120799,0,False,0
120868,0,False,0
121068,0,False,0
121095,0,False,0
121139,2,False,0
121183,0,False,0
121236,13,True,1
121351,7,True,1
121410,0,False,0
121605,0,False,0
121710,1,False,0
121737,1,False,0
121751,0,False,0
121856,0,False,0
121919,0,False,0
121930,1,False,0
121935,0,False,0
122009,0,False,0
122020,0,False,0
122049,0,False,0
122094,0,False,0
122166,0,False,0
122283,3,False,0
122357,0,False,0
122456,0,False,0
122517,21,True,1
122519,2,False,0
122545,0,False,0
122561,0,False,0
122577,0,False,0
122685,0,False,0
122797,1,False,0
122858,0,False,0
122890,0,False,0
122946,4,False,0
122958,0,False,0
123060,1,False,0
123083,0,False,0
123094,0,False,0
123115,0,False,0
123164,0,False,0
123344,0,False,0
123393,0,False,0
123420,0,False,0
123525,0,False,0
123586,3,True,1
123667,0,False,0
123668,0,False,0
123697,2,False,0
123702,0,False,0
123727,0,False,0
123773,1,False,0
123830,22,False,1
123908,4,False,0
123944,1,False,0
124038,0,False,0
124056,1,False,0
124085,5,True,1
124088,2,False,0
124119,3,False,0
124195,0,False,0
124207,0,False,0
124355,1,False,0
124377,1,False,0
124678,1,False,0
124761,1,False,0
125059,1,False,0
125068,0,False,0
125300,0,False,0
125393,0,False,0
125493,0,False,0
125919,0,False,0
125969,0,False,0
125996,2,False,0
126097,0,False,0
126216,0,False,0
126219,0,False,0
126239,0,False,0
126262,0,False,0
126424,0,False,0
126466,3,False,0
126490,13,False,1
126581,0,False,0
126665,3,False,0
127039,0,False,0
127127,1,False,0
127128,0,False,0
127137,1,False,0
127185,3,False,0
127241,0,False,0
127279,0,False,0
127289,0,False,0
127311,1,False,0
127350,0,False,0
127400,2,False,0
127410,0,False,0
127496,0,False,0
127590,0,False,0
127645,0,False,0
127663,0,False,0
127725,0,False,0
127785,0,False,0
127827,0,False,0
127882,0,False,0
127946,1,False,0
127966,1,False,0
128007,2,False,0
128032,2,False,0
128039,0,False,0
128041,0,False,0
128156,1,False,0
128210,1,False,0
128245,23,True,1
128280,0,False,0
128325,1,False,0
128459,1,False,0
128467,0,False,0
128475,0,False,0
128534,0,False,0
128572,0,False,0
128587,2,False,0
128611,0,False,0
128633,1,False,0
128749,0,False,0
128754,17,True,1
128789,1,False,0
128950,1,False,0
128975,1,False,0
129030,0,False,0
129171,0,False,0
129343,0,False,0
129372,0,False,0
129409,0,False,0
129429,0,False,0
129434,0,False,0
129510,0,False,0
129515,1,False,0
129555,0,False,0
129817,0,False,0
129827,0,False,0
129914,0,False,0
129976,0,False,0
130032,1,False,0
130077,2,False,0
130086,0,False,0
130179,0,False,0
130208,1,False,0
130217,22,True,1
130326,0,False,0
130331,0,False,0
130368,1,False,0
130419,1,False,0
130439,11,True,1
130446,1,False,0
130497,0,False,0
130548,0,False,0
130593,1,False,0
130823,0,False,0
130953,0,False,0
131001,0,False,0
131036,1,False,0
131047,0,False,0
131098,1,False,0
131228,1,False,0
131253,7,False,1
131257,1,False,0
131321,1,False,0
131342,4,False,0
131463,0,False,0
131558,0,False,0
131560,0,False,0
131673,0,False,0
131680,3,False,0
131721,0,False,0
131761,1,False,0
131772,0,False,0
131815,1,False,0
131893,0,False,0
131956,1,False,0
131990,0,False,0
131997,1,False,0
132045,4,False,0
132209,1,False,0
132296,1,False,0
132319,0,False,0
132320,0,False,0
132337,1,False,0
132552,2,False,0
132592,0,False,0
132705,1,False,0
132756,1,False,0
132774,0,False,0
132884,0,False,0
132914,0,False,0
132928,22,True,1
132935,1,False,0
133035,0,False,0
133065,0,False,0
133066,1,False,0
133128,0,False,0
133324,0,False,0
133429,0,False,0
133518,1,False,0
133608,0,False,0
133698,0,False,0
133730,0,False,0
133732,1,False,0
133821,0,False,0
133859,1,False,0
133956,0,False,0
134000,1,False,0
134012,0,False,0
134085,0,False,0
134148,3,False,0
134180,4,False,0
134202,3,False,0
134241,1,False,0
134273,3,False,0
134279,0,False,0
134397,3,False,0
134470,2,False,0
134717,1,False,0
134738,0,False,0
134760,2,False,0
134847,0,False,0
134857,0,False,0
135016,1,False,0
135076,0,False,0
135134,1,False,0
135250,0,False,0
135257,0,False,0
135279,0,False,0
135312,0,False,0
135381,0,False,0
135382,0,False,0
135392,1,False,0
135421,1,False,0
135554,1,False,0
135574,0,False,0
135578,0,False,0
135808,0,False,0
135841,0,False,0
135872,23,True,1
135878,7,True,1
135977,0,False,0
136020,0,False,0
136022,1,False,0
136049,1,False,0
136089,2,False,0
136106,0,False,0
136121,0,False,0
136169,0,False,0
136230,0,False,0
136232,0,False,0
136334,0,False,0
136430,0,False,0
136470,0,True,1
136473,1,False,0
136516,0,False,0
136547,0,False,0
136608,1,False,0
136637,0,False,0
136715,0,False,0
136772,10,True,1
136879,3,True,1
136906,0,False,0
137020,1,False,0
137040,0,False,0
137106,0,False,0
137161,0,False,0
137185,0,False,0
137209,1,False,0
137227,2,False,0
137251,0,False,0
137529,13,True,1
137646,0,False,0
137744,0,False,0
137751,1,False,0
137845,0,False,0
137850,0,False,0
137852,0,False,0
137858,4,True,1
137944,0,False,0
137952,0,False,0
137968,0,False,0
137973,0,False,0
137985,0,False,0
137999,1,False,0
138025,13,True,1
138065,7,True,1
138121,0,False,0
138204,1,False,0
138369,0,False,0
138421,3,False,0
138475,0,False,0
138565,0,False,0
138653,1,False,0
138737,0,False,0
138746,0,False,0
138759,1,False,0
138768,0,False,0
138810,0,False,0
138853,0,False,0
138873,14,True,1
138894,0,False,0
138896,0,False,0
138908,0,False,0
138981,1,False,0
138993,1,False,0
139022,0,False,0
139023,1,False,0
139087,2,False,0
139135,1,False,0
139479,9,True,1
139511,1,False,0
139518,2,False,0
139532,0,False,0
139600,0,False,0
139699,2,False,0
139863,0,False,0
139932,0,False,0
139974,0,False,0
140005,0,False,0
140077,0,False,0
140079,2,False,0
140130,10,True,1
140191,3,False,0
140208,0,False,0
140290,0,False,0
140381,1,False,0
140391,1,False,0
140392,2,False,0
140419,0,False,0
140483,0,False,0
140534,0,False,0
140598,0,False,0
140674,0,False,0
140750,1,False,0
140768,2,False,0
140823,1,False,0
140891,0,False,0
140977,1,False,0
141023,0,False,0
141043,10,True,1
141047,3,False,0
141139,2,False,0
141181,0,False,0
141233,0,False,0
141266,0,False,0
141456,0,False,0
141497,3,False,0
141614,0,False,0
141655,0,False,0
141703,1,False,0
141742,2,False,0
141844,0,False,0
141877,0,False,0
141945,0,False,0
142190,0,False,0
142224,0,False,0
142290,0,False,0
142354,0,False,0
142371,0,False,0
142434,23,True,1
142511,0,False,0
142545,0,False,0
142609,2,False,0
142621,0,False,0
142686,0,False,0
142715,0,False,0
142717,0,False,0
142726,1,False,0
142749,1,False,0
142812,1,False,0
142855,1,False,0
142906,3,False,0
142925,0,False,0
142950,0,False,0
143087,0,False,0
143151,0,False,0
143266,1,False,0
143389,0,False,0
143422,2,False,0
143730,0,False,0
143784,0,False,0
143981,0,False,0
144328,3,False,0
144355,0,False,0
144402,0,False,0
144514,1,False,0
144523,0,False,0
144565,0,False,0
144593,0,False,0
144615,0,False,0
144633,2,False,0
144641,1,False,0
144756,0,False,0
144830,1,False,0
144879,0,False,0
144936,11,True,1
144977,0,False,0
145017,0,False,0
145177,2,False,0
145193,1,False,0
145220,1,False,0
145322,0,False,0
145323,0,False,0
145449,2,False,0
145480,0,False,0
145552,0,False,0
145688,0,False,0
145988,1,False,0
146028,0,False,0
146037,0,False,0
146067,0,False,0
146086,1,False,0
146090,3,False,0
146099,0,False,0
146215,0,False,0
146354,0,False,0
146400,1,False,0
146527,0,False,0
146560,0,False,0
146702,0,False,0
146760,0,False,0
146839,2,False,0
147064,3,False,0
147241,2,False,0
147272,0,False,0
147408,0,False,0
147602,0,False,0
147700,0,False,0
147754,0,False,0
147891,0,False,0
147898,1,False,0
147986,18,True,1
148201,2,False,0
148208,0,False,0
148216,1,False,0
148234,0,False,0
148258,3,True,1
148289,0,False,0
148299,2,False,0
148322,0,False,0
148368,0,False,0
148381,0,False,0
148382,2,False,0
148453,0,False,0
148486,0,False,0
148487,1,False,0
148570,5,True,1
148612,0,False,0
148690,0,False,0
148749,0,False,0
148753,2,False,0
148767,0,False,0
148865,0,False,0
148942,0,False,0
148982,2,False,0
149174,0,False,0
149225,0,False,0
149318,0,False,0
149348,1,False,0
149426,0,False,0
149430,5,True,1
149462,0,False,0
149549,2,False,0
149655,0,False,0
149782,0,False,0
149841,5,True,1
149846,0,False,0
149884,0,False,0
149912,0,False,0
149993,0,False,0
150004,2,False,0
150074,0,False,0
150134,1,False,0
150141,3,False,0
150233,15,True,1
150253,0,False,0
150291,0,False,0
150301,0,False,0
150383,1,False,0
150656,0,False,0
150751,0,False,0
150754,1,False,0
150767,0,False,0
150883,0,False,0
150909,0,False,0
151010,0,False,0
151030,1,False,0
151036,1,False,0
151183,0,False,0
151327,2,False,0
151399,1,False,0
151554,0,False,0
151571,2,False,0
151627,0,False,0
151655,0,False,0
151967,2,False,0
152007,6,True,1
152014,0,False,0
152016,0,False,0
152139,2,False,0
152148,0,False,0
152276,0,False,0
152305,1,False,0
152307,0,False,0
152338,1,False,0
152355,0,False,0
152406,1,False,0
152423,1,False,0
152499,8,True,1
152681,2,False,0
152740,0,False,0
152778,0,False,0
153003,0,False,0
153072,1,False,0
153146,1,False,0
153193,2,False,0
153261,0,False,0
153395,0,False,0
153439,0,False,0
153462,0,False,0
153582,0,False,0
153586,0,False,0
153600,0,False,0
153626,1,False,0
153645,23,True,1
153656,17,True,1
153760,21,True,1
153884,0,False,0
153953,0,False,0
153987,1,False,0
153998,1,False,0
154136,18,True,1
154172,0,False,0
154173,0,False,0
154175,0,False,0
154194,3,False,0
154230,0,False,0
154480,0,False,0
154606,1,False,0
154643,0,False,0
154644,0,False,0
154652,0,False,0
154680,0,False,0
154726,18,True,1
154736,1,False,0
154782,0,False,0
154855,0,False,0
154864,0,False,0
154868,0,False,0
154889,17,True,1
154981,0,False,0
155020,2,True,1
155118,0,False,0
155253,10,True,1
155354,0,False,0
155374,0,False,0
155488,0,False,0
155654,0,False,0
155763,2,False,0
155791,1,False,0
155795,0,False,0
155820,1,False,0
155964,0,False,0
155965,0,False,0
156138,2,False,0
156305,0,False,0
156313,0,False,0
156355,3,False,0
156457,0,False,0
156666,1,False,0
156673,0,False,0
156684,0,False,0
156730,0,False,0
156750,0,False,0
156868,1,False,0
156870,0,False,0
156879,2,False,0
156945,0,False,0
156948,0,False,0
156959,0,False,0
156980,0,False,0
157005,1,False,0
157092,0,False,0
157200,1,False,0
157212,0,False,0
157300,1,True,1
157566,1,False,0
157672,0,False,0
157674,0,False,0
157704,1,False,0
157712,0,False,0
157729,0,False,0
157731,1,False,0
157751,1,False,0
157766,1,False,0
157771,19,True,1
157816,0,False,0
157879,1,False,0
157902,0,False,0
157911,0,False,0
158113,0,False,0
158314,4,False,0
158400,0,False,0
158401,2,False,0
158508,2,False,0
158560,0,False,0
158680,1,True,1
158901,0,False,0
158969,0,False,0
158995,0,False,0
159227,0,False,0
159233,0,False,0
159272,1,False,0
159275,0,False,0
159344,0,False,0
159351,1,False,0
159359,0,False,0
159397,5,False,0
159486,13,True,1
159500,0,False,0
159525,0,False,0
159531,1,False,0
159533,0,False,0
159608,1,False,0
159680,1,False,0
159688,2,False,0
159745,1,False,0
159751,0,False,0
159800,20,False,1
159856,1,False,0
159942,20,False,1
159960,0,False,0
160135,0,False,0
160143,0,False,0
160154,1,False,0
160181,0,False,0
160203,0,False,0
160250,1,False,0
160266,0,False,0
160320,0,False,0
160471,1,False,0
160640,3,False,0
160686,0,False,0
160707,0,False,0
160740,0,False,0
160773,0,False,0
160905,0,False,0
160927,0,False,0
160993,3,False,0
161045,4,True,1
161103,0,False,0
161180,0,False,0
161241,0,False,0
161276,0,False,0
161338,0,False,0
161373,13,True,1
161414,1,False,0
161415,3,False,0
161437,0,False,0
161574,0,False,0
161650,17,True,1
161728,0,False,0
161766,0,False,0
161769,0,False,0
161780,0,False,0
161956,4,True,1
162013,1,False,0
162166,0,False,0
162167,1,False,0
162180,2,False,0
162420,0,False,0
162456,2,False,0
162472,0,False,0
162485,14,True,1
162489,0,False,0
162496,0,False,0
162658,0,False,0
163002,1,False,0
163058,0,False,0
163083,0,False,0
163260,0,False,0
163301,0,False,0
163388,0,False,0
163405,1,False,0
163445,1,False,0
163598,0,False,0
163608,0,False,0
163615,0,False,0
163639,0,False,0
163645,0,False,0
163757,0,False,0
163776,0,False,0
163970,0,False,0
164013,1,False,0
164017,2,False,0
164034,0,False,0
164094,1,True,1
164192,0,False,0
164224,0,False,0
164226,0,False,0
164298,12,True,1
164313,0,False,0
164363,5,False,0
164374,0,False,0
164388,0,False,0
164429,1,False,0
164500,0,False,0
164512,0,False,0
164559,0,False,0
164657,0,False,0
164743,0,False,0
164794,0,False,0
164947,0,False,0
164973,1,False,0
164983,0,False,0
165019,0,False,0
165022,0,False,0
165056,0,False,0
165138,0,False,0
165188,0,False,0
165224,20,True,1
165260,0,False,0
165265,0,False,0
165339,0,False,0
165443,2,False,0
165484,0,False,0
165550,0,False,0
165554,0,False,0
165596,0,False,0
165742,0,False,0
165759,0,False,0
165827,0,False,0
165893,4,False,0
165900,1,False,0
166011,1,False,0
166037,0,False,0
166175,4,False,0
166239,2,False,0
166273,0,False,0
166333,1,False,0
166475,1,False,0
166535,0,False,0
166537,0,False,0
166577,2,False,0
166677,15,True,1
166693,2,False,0
166705,1,False,0
166712,1,False,0
166825,2,False,0
166829,1,False,0
166846,0,False,0
166865,1,False,0
166911,0,False,0
166938,0,False,0
166953,2,False,0
166955,2,False,0
166966,0,False,0
167001,17,True,1
167016,2,False,0
167026,2,False,0
167062,0,False,0
167177,0,False,0
167257,0,False,0
167335,0,False,0
167363,4,False,0
167465,1,False,0
167515,1,False,0
167575,14,True,1
167578,0,False,0
167587,0,False,0
167660,1,False,0
167795,0,False,0
167879,0,False,0
167933,1,False,0
168026,2,False,0
168123,2,False,0
168160,0,False,0
168290,2,False,0
168302,0,False,0
168316,0,False,0
168349,0,False,0
168385,0,False,0
168418,0,False,0
168727,0,False,0
168843,0,False,0
168887,0,False,0
169054,2,False,0
169129,0,False,0
169131,2,False,0
169137,4,False,0
169247,0,False,0
169253,1,False,0
169302,0,False,0
169393,0,False,0
169418,0,False,0
169525,2,False,0
169529,1,False,0
169603,0,False,0
169661,0,False,0
169665,0,False,0
169697,0,False,0
169699,17,True,1
169857,0,False,0
169932,1,False,0
169948,0,False,0
170027,0,False,0
170079,0,False,0
170091,0,False,0
170152,0,False,0
170211,1,False,0
170232,23,True,1
170311,0,False,0
170321,0,False,0
170368,1,False,0
170404,0,False,0
170443,1,False,0
170531,0,False,0
170544,0,False,0
170566,0,False,0
170585,0,False,0
170656,0,False,0
170710,0,False,0
170791,0,False,0
170799,1,False,0
170801,5,True,1
170903,22,False,1
170965,0,False,0
171047,0,False,0
171137,1,False,0
171192,1,False,0
171257,0,False,0
171264,0,False,0
171350,0,False,0
171419,2,False,0
171582,6,True,1
171638,0,False,0
171691,1,True,1
171788,0,False,0
171883,0,False,0
171902,10,True,1
171906,3,False,0
171908,0,False,0
171937,0,False,0
172059,0,False,0
172135,0,False,0
172162,0,False,0
172200,4,False,0
172233,0,False,0
172259,13,True,1
172284,0,False,0
172345,2,False,0
172348,0,False,0
172444,1,False,0
172491,0,False,0
172532,0,False,0
172593,0,False,0
172610,0,False,0
172724,0,False,0
172755,0,False,0
172757,0,False,0
172971,2,False,0
172983,1,False,0
172987,3,False,0
173092,0,False,0
173212,1,False,0
173227,1,False,0
173235,4,False,0
173252,3,False,0
173343,0,False,0
173356,0,False,0
173398,0,False,0
173416,0,False,0
173446,3,False,0
173485,1,False,0
173506,0,False,0
173531,0,False,0
173548,0,False,0
173666,4,True,1
173673,3,False,0
173798,0,False,0
173834,0,False,0
173873,0,False,0
173884,0,False,0
173938,0,False,0
174044,0,False,0
174343,0,False,0
174439,1,False,0
174666,0,False,0
174702,1,False,0
174729,1,False,0
174743,2,False,0
174803,2,False,0
174923,0,False,0
174996,0,False,0
175017,0,False,0
175104,0,False,0
175169,0,False,0
175249,0,False,0
175285,2,False,0
175320,3,False,0
175342,0,False,0
175360,0,False,0
175387,6,False,1
175488,0,False,0
175528,0,False,0
175584,0,False,0
175711,1,False,0
175804,5,False,0
175814,0,False,0
175902,0,False,0
175954,0,False,0
175967,0,False,0
176115,2,False,0
176142,3,True,1
176166,2,False,0
176278,2,False,0
176284,2,False,0
176359,0,False,0
176379,3,False,0
176480,0,False,0
176521,1,False,0
176599,0,False,0
176611,0,False,0
176688,0,False,0
176848,0,False,0
177029,1,False,0
177146,0,False,0
177345,1,False,0
177457,0,False,0
177483,1,False,0
177518,0,False,0
177583,1,False,0
177598,0,False,0
177700,0,False,0
177713,2,False,0
177814,1,False,0
177962,0,False,0
177993,1,False,0
178036,0,False,0
178077,0,False,0
178081,3,False,0
178157,16,True,1
178160,0,False,0
178331,0,False,0
178335,4,False,0
178403,0,False,0
178409,1,False,0
178461,7,True,1
178540,0,False,0
178565,0,False,0
178643,0,False,0
178720,1,False,0
178864,0,False,0
179042,0,False,0
179053,0,False,0
179075,0,False,0
179153,1,False,0
179489,0,False,0
179585,0,False,0
179590,0,False,0
179603,0,False,0
179707,0,False,0
179719,2,False,0
179773,12,True,1
179870,0,False,0
179944,0,False,0
179956,0,False,0
180009,0,False,0
180024,0,False,0
180137,0,False,0
180140,0,False,0
180207,0,False,0
180216,0,False,0
180219,0,False,0
180231,0,False,0
180321,0,False,0
180380,0,False,0
180411,0,False,0
180488,0,False,0
180832,14,True,1
180922,0,False,0
180925,1,False,0
180977,0,False,0
181033,0,False,0
181082,10,False,1
181139,4,True,1
181140,3,False,0
181184,0,False,0
181377,2,False,0
181423,1,False,0
181607,0,False,0
181726,0,False,0
181728,1,False,0
181825,0,False,0
181830,0,False,0
181852,1,False,0
182058,0,False,0
182124,0,False,0
182130,1,False,0
182148,0,False,0
182159,1,False,0
182184,1,False,0
182205,0,False,0
182235,1,False,0
182272,0,False,0
182320,6,True,1
182459,1,False,0
182490,6,False,1
182519,0,False,0
182531,6,False,1
182534,1,False,0
182543,0,False,0
182587,12,True,1
182749,0,False,0
182782,0,False,0
182785,2,False,0
183020,2,False,0
183023,0,False,0
183025,0,False,0
183052,0,False,0
183096,2,False,0
183129,0,False,0
183208,0,False,0
183224,0,False,0
183235,1,False,0
183305,0,False,0
183374,1,False,0
183388,3,True,1
183456,0,False,0
183523,1,False,0
183626,1,False,0
183692,2,True,1
183716,0,False,0
183748,6,False,1
183754,0,False,0
183755,0,False,0
183948,0,False,0
184009,0,False,0
184035,0,False,0
184045,1,False,0
184090,0,False,0
184151,0,False,0
184206,0,False,0
184306,3,False,0
184456,0,False,0
184466,1,False,0
184478,1,False,0
184496,0,False,0
184635,0,False,0
184678,7,True,1
184735,0,False,0
184754,0,False,0
184755,2,False,0
184895,1,False,0
184924,0,False,0
184959,0,False,0
184976,0,False,0
185013,0,False,0
185101,0,False,0
185129,2,False,0
185153,1,False,0
185285,0,False,0
185496,0,False,0
185509,0,False,0
185531,19,True,1
185561,1,False,0
185573,0,False,0
185774,2,False,0
185808,0,False,0
185830,0,False,0
185835,3,False,0
185857,0,False,0
185919,0,False,0
186015,1,False,0
186020,0,False,0
186146,0,False,0
186199,0,False,0
186246,0,False,0
186295,1,False,0
186469,0,False,0
186539,2,True,1
186593,0,False,0
186668,4,False,0
186729,0,False,0
186754,1,False,0
186807,18,True,1
186810,0,False,0
186901,10,True,1
186942,1,False,0
187010,0,False,0
187025,0,False,0
187041,1,False,0
187077,0,False,0
187141,1,False,0
187161,21,True,1
187175,1,False,0
187291,0,False,0
187318,0,False,0
187390,0,False,0
187435,0,False,0
187459,0,False,0
187618,1,False,0
187710,0,False,0
187758,3,False,0
187838,1,False,0
187876,1,False,0
187887,1,False,0
187902,3,False,0
188006,4,False,0
188033,2,False,0
188071,1,False,0
188120,0,False,0
188136,0,False,0
188147,0,False,0
188307,5,True,1
188318,0,False,0
188328,2,False,0
188340,0,False,0
188470,14,True,1
188542,0,False,0
188559,0,False,0
188655,1,False,0
188668,0,False,0
188828,0,False,0
188893,2,False,0
189139,0,False,0
189146,13,True,1
189158,0,False,0
189197,1,False,0
189294,2,True,1
189329,0,False,0
189611,0,False,0
189613,0,False,0
189666,1,False,0
189707,2,False,0
189775,0,False,0
189817,0,False,0
189822,0,False,0
189836,0,False,0
189854,2,True,1
189914,1,False,0
190052,0,False,0
190149,6,True,1
190227,0,False,0
190236,2,False,0
190256,1,False,0
190405,17,True,1
190429,0,False,0
190465,0,False,0
190524,0,False,0
190529,0,False,0
190561,0,False,0
190570,13,True,1
190716,0,False,0
190720,2,False,0
190791,2,False,0
190827,0,False,0
191057,8,True,1
191065,0,False,0
191150,1,False,0
191508,0,False,0
191537,3,False,0
191558,2,False,0
191626,2,True,1
191638,0,False,0
191656,1,False,0
191814,1,False,0
191869,0,False,0
191917,2,False,0
192009,1,False,0
192013,0,False,0
192096,0,False,0
192098,0,False,0
192115,0,False,0
192136,1,False,0
192141,2,False,0
192177,0,False,0
192250,0,False,0
192355,1,False,0
192405,1,False,0
192543,3,False,0
192554,0,False,0
192556,0,False,0
192600,1,False,0
192651,0,False,0
192685,0,False,0
192691,0,False,0
192816,0,False,0
